passageId,type,id,tag
"passage0","info","","契苾何力，"
"passage0","info","","鐵勒哥論易勿施莫賀可汗之孫。"
"passage0","info","","父葛"
"passage0","info","","隋末為莫賀咄特勒"
"passage2","info","","號大俟利發"
"passage4","info","","與母率眾千餘詣沙州內屬，"
"passage4","info","","太宗處其部於甘、涼二州，"
"passage4","info","","擢何力左領軍將軍。"
"passage4","info","","與李大亮、薛萬徹、萬均討吐谷渾於赤水川。"
"passage8","info","","是時吐谷渾王伏允在突淪川"
"passage10","info","","直搗其牙"
"passage12","info","","萬均恥名出其下，乃排何力，引功自名"
"passage13","info","","何力不勝憤，挺刀起，將殺之"
"passage20","info","","有詔宿衛北門，"
"passage20","info","","檢校屯營事，"
"passage20","info","","尚臨洮縣主。"
"passage20","info","","為蔥山道副大總管，"
"passage20","info","","與討高昌，"
"passage23","info","","何力母姑臧夫人與弟沙門在涼州，"
"passage23","info","","沙門為賀蘭都督。"
"passage39","info","","授右驍衛大將軍。"
"passage48","info","",""
"passage48","info","","帝征高麗"
"passage48","info","","詔何力為前軍總管。"
"passage48","info","","次白崖城，"
"passage49","info","","帝征高麗"
"passage54","info","",""
"passage54","info","","西突厥阿史那賀魯以處月、處蜜、姑蘇、歌邏祿、卑失五姓叛，"
"passage54","info","","寇延州，陷金嶺略蒲類，"
"passage54","info","","詔何力為弓月道大總管，"
"passage54","info","","率左武衛大將軍梁建方，"
"passage62","info","","遷左驍衛大將軍，"
"passage62","info","","封郕國公。"
"passage62","info","",""
"passage62","info","","為沮江軍行軍大總管，"
"passage62","info","","與蘇定方及右驍衛大將軍劉伯英代高麗。"
"passage66","info","","復拜遼東道行軍大總管，"
"passage66","info","","次鴨綠水，"
"passage71","info","",""
"passage71","info","","時鐵勒九姓叛"
"passage71","info","","詔何力為安撫大使。"
"passage72","info","","時鐵勒九姓叛"
"passage79","info","","乃拜何力為遼東道行軍大總管、安撫大使經略之，"
"passage79","info","","副李勣同趨高麗勣已拔新城，"
"passage79","info","","留何力守"
"passage80","info","","時高麗兵十五萬屯遼水，"
"passage80","info","","引靺鞨數萬眾據南蘇城，何力奮擊"
"passage81","info","","攻辱夷、大行二城，"
"passage81","info","","進拔扶餘。"
"passage81","info","","何力率兵五十萬先趨平壤，"
"passage81","info","","進鎮軍大將軍，"
"passage81","info","","行左衛大將軍，"
"passage81","info","","徙封涼"
"passage85","info","",""
"passage88","info","","贈輔國大將軍、並州大都督，"
"passage88","info","","陪葬昭陵，"
"passage88","info","","謚曰毅"
