passageId,type,id,tag
"passage0","info","",""
"passage0","info","","高祖睿文聖武昭肅孝皇帝"
"passage0","info","","姓劉氏，"
"passage0","info","","諱暠"
"passage0","info","","本名知遠，"
"passage1","info","","高祖睿文聖武昭肅孝皇帝"
"passage2","info","","四代祖諱湍"
"passage2","info","","追尊為明元皇帝，"
"passage2","info","","廟號文祖，"
"passage2","info","","{{《五代會要》：湍為東漢顯宗第八子淮陽王丙之後。"
"passage2","info","","}}高祖母隴西李氏，"
"passage2","info","","追謚明貞皇后。"
"passage2","info","","曾祖諱昂"
"passage2","info","","晉贈太保，"
"passage2","info","","追尊為恭僖皇帝，"
"passage2","info","","朝號德祖，"
"passage6","info","","}}曾祖母虢國太夫人楊氏，"
"passage6","info","","追謚恭惠皇后。"
"passage6","info","","祖諱僎"
"passage6","info","","晉贈太傅，"
"passage6","info","","追尊為昭獻皇帝，"
"passage6","info","","廟號翼祖，"
"passage6","info","","祖母魯國太夫人李氏，"
"passage6","info","","追謚為昭穆皇后。"
"passage6","info","","皇考諱琠"
"passage6","info","","事後唐武皇帝為列校，"
"passage6","info","","晉贈太師，"
"passage6","info","","追尊為章聖皇帝，"
"passage6","info","","廟號顯祖，"
"passage6","info","","皇妣吳國太夫人安氏，"
"passage6","info","","追謚章懿皇后。"
"passage6","info","","二月四日生帝於太原。"
"passage12","info","","初事唐明宗，"
"passage13","info","","帝輟騎以授之"
"passage13","info","","晉高祖感而壯之。"
"passage13","info","","晉高祖為北京留守，"
"passage13","info","","以帝前有護援之力"
"passage13","info","","署為牙門都校。"
"passage16","info","","閔帝左右謀害晉高祖，"
"passage16","info","","帝密遣禦士石敢袖鎚立於晉高祖後，"
"passage17","info","","帝率眾盡殺閔帝左右，"
"passage17","info","","遂免晉高祖於難。"
"passage21","info","","帝乃匿身長垣下，"
"passage21","info","","聞帝親將李洪信謂人曰"
"passage21","info","","」乃逾垣出就洪信兵，"
"passage21","info","","共護晉高祖，"
"passage21","info","","以少主授王宏贄。"
"passage28","info","","晉高祖以帝為北京馬步軍都指揮使。"
"passage30","info","","加檢校司空，"
"passage30","info","","充侍衛馬步都指揮使，"
"passage30","info","","權點檢隨駕六軍諸衛事，"
"passage30","info","","尋改陜州節度使，"
"passage30","info","","充侍衛親軍馬步都虞候。"
"passage30","info","","」晉高祖入洛，"
"passage30","info","","委帝巡警，"
"passage33","info","",""
"passage33","info","","加檢校太保。"
"passage33","info","","改許州節度使，"
"passage33","info","","典軍如故。"
"passage33","info","","加檢校太傅。"
"passage33","info","","授侍衛親軍馬步軍都指揮使。"
"passage33","info","","移授宋州，"
