passageId,type,id,tag
"passage0","info","","呂夷簡，"
"passage0","info","","字坦夫，"
"passage0","info","","先世萊州人。"
"passage0","info","","祖龜祥知壽州，"
"passage0","info","","子孫遂為壽州人。"
"passage0","info","","夷簡進士及第，"
"passage0","info","","補絳州軍事推官，"
"passage0","info","","稍遷大理寺丞。"
"passage4","info","","通判通州，"
"passage4","info","","徙濠州，"
"passage4","info","","再遷太常博士。"
"passage4","info","",""
"passage4","info","","選知濱州。"
"passage9","info","","擢提點兩浙刑獄，"
"passage9","info","","遷尚書祠部員外郎。"
"passage14","info","","」擢刑部員外郎兼侍御史知雜事。"
"passage14","info","",""
"passage22","info","","趙安仁為御史中丞，"
"passage22","info","","夷簡以親嫌"
"passage22","info","","改起居舍人、同勾當通進司兼銀臺封駁事。"
"passage22","info","","使契丹，"
"passage22","info","","知制誥。"
"passage22","info","","為安撫使，"
"passage22","info","","進龍圖閣直學士，"
"passage22","info","","再遷刑部郎中、權知開封府。"
"passage22","info","",""
"passage22","info","","進右諫議大夫。"
"passage22","info","","夷簡與魯宗道驗治，"
"passage22","info","","以給事中參知政事，"
"passage35","info","","遷尚書禮部侍郎、修國史，"
"passage35","info","","進戶部，"
"passage35","info","","拜同中書門下平章事、集賢殿大學士、景靈宮使。"
"passage37","info","","因奏罷二府兼宮觀使。"
"passage37","info","","進吏部，"
"passage37","info","","拜昭文館大學士、監修國史，"
"passage41","info","","加中書侍郎。"
"passage50","info","",""
"passage55","info","","詔以為修大內使。"
"passage55","info","","進尚書右僕射兼門下侍郎，"
"passage55","info","","辭僕射，"
"passage55","info","","乃兼吏部尚書。"
"passage64","info","","」由是夷簡亦罷為武勝軍節度使、檢校太傅、同中書門下平章事、判陳州。"
"passage69","info","","而夷簡素厚內侍副都知閻文應，"
"passage69","info","","歲中而夷簡復相。"
"passage78","info","","於是御史中丞孔道輔、右司諫范仲淹率臺諫詣閣門請對，"
"passage78","info","","夷簡乃貶出道輔等，"
"passage80","info","","加右僕射，"
"passage80","info","","封申國公。"
"passage80","info","",""
"passage85","info","","夷簡以鎮安軍節度使、同平章事判許州，"
"passage85","info","","徙天雄軍。"
"passage85","info","","以右僕射復入相，"
"passage85","info","","進位司空，"
"passage85","info","","徙許國公。"
"passage85","info","","以判樞密院事，"
"passage85","info","","而諫官田況言總判名太重，"
"passage85","info","","改兼樞密使。"
"passage85","info","",""
"passage97","info","","詔拜司空、平章軍國重事，"
"passage98","info","","帝御延和殿召見，"
"passage101","info","","乃授司徒、監修國史，"
"passage101","info","","軍國大事與中書、樞密同議。"
"passage101","info","","以太尉致仕，"
"passage104","info","","」贈太師、中書令，"
"passage104","info","","謚文靖。"
"passage104","info","",""
"passage110","info","","孔道輔等伏閣進諫，"
"passage110","info","","而夷簡謂伏閣非太平事，"
"passage110","info","","且逐道輔。"
"passage110","info","","其後范仲淹屢言事，"
"passage110","info","","獻《百官圖》論遷除之敝，夷簡指為狂肆，斥於外。"
"passage114","info","",""
"passage119","info","","王旦奇夷簡，"
"passage119","info","","帝因慘然思夷簡"
"passage119","info","","書「懷忠之碑」四字以賜之。"
"passage119","info","","有集二十卷。"
"passage123","info","",""
"passage123","info","","子公綽、公弼、公著、公孺。"
"passage124","info","","子公綽、公弼、公著、公孺。"
