passageId,type,id,tag
"passage0","info","","朱敬則，"
"passage0","info","","字少連，"
"passage0","info","","亳州永城人。"
"passage3","info","","與左史江融、左僕射魏元忠善。"
"passage3","info","","高宗聞其名，"
"passage3","info","","召見"
"passage3","info","","為中書令李敬玄所毀，"
"passage3","info","","故授洹水尉。"
"passage3","info","","除右補闕。"
"passage7","info","","武后稱制"
"passage7","info","","敬則諫曰："
"passage17","info","",""
"passage29","info","",""
"passage38","info","","遷正諫大夫，"
"passage38","info","","兼修國史。"
"passage40","info","","侍中韋安石嘗閱其稿史，"
"passage40","info","","嘆曰"
"passage41","info","","後數召入禁中訪失得"
"passage41","info","","進同鳳閣鸞臺平章事。"
"passage41","info","","張易之構魏元忠、張說，"
"passage41","info","","無敢言者。"
"passage41","info","","敬則獨奏曰"
"passage47","info","","俄改成均祭酒、冬官侍郎。"
"passage47","info","","易之等集名儒撰《三教珠英》，"
"passage47","info","","又繪武三思、李嶠，"
"passage47","info","","蘇味道、李迥秀、王紹宗等十八人像以為圖，"
"passage47","info","","欲引敬則，"
"passage47","info","","固辭不與"
"passage49","info","","出為鄭州刺史，"
"passage50","info","","侍御史冉祖雍誣奏與王同皎善，"
"passage50","info","","貶涪州刺史。"
"passage50","info","","改廬州。"
"passage53","info","","卒年七十五。"
"passage53","info","",""
"passage53","info","","敬則與三從昆弟居四十年"
"passage53","info","","以裴懷古有文武才，"
"passage53","info","","用為桂州都督，"
"passage55","info","","敬則與三從昆弟居四十年"
"passage58","info","","薦魏知古為鳳閣舍人，"
"passage58","info","","張思敬為右史，"
"passage58","info","","二張權寵盛，"
"passage58","info","","敬則密謂敬暉曰"
"passage60","info","","」暉卒用其策"
"passage61","info","",""
"passage61","info","","睿宗嗣位"
"passage63","info","","睿宗嗣位"
"passage64","info","","」劉幽求曰：「朱敬則忠正義烈，"
"passage64","info","","往為宗楚客、冉祖雍等所誣，"
"passage64","info","","謫守刺史。"
"passage67","info","","」於是追贈秘書監，"
"passage67","info","","謚曰元"
