passageId,type,id,tag
"passage0","info","","程顥，"
"passage0","info","","字伯淳，"
"passage0","info","","世居中山，"
"passage0","info","","後從開封徙河南。"
"passage0","info","","高祖羽，"
"passage0","info","","太宗朝三司使。"
"passage0","info","","父珦"
"passage0","info","","仁宗錄舊臣後，"
"passage0","info","","以為黃陂尉。"
"passage0","info","","知龔州。"
"passage6","info","","徙知磁州，"
"passage6","info","","又徙漢州。"
"passage9","info","","使者李元瑜怒，"
"passage9","info","","累轉太中大夫。"
"passage9","info","","元祐五年，"
"passage9","info","","年八十五。"
"passage20","info","","文彥博、蘇頌等九人表其清節，"
"passage21","info","",""
"passage21","info","","顥舉進士"
"passage21","info","","調鄮、上元主簿。"
"passage22","info","","顥舉進士"
"passage33","info","",""
"passage33","info","","為晉城令"
"passage34","info","","為晉城令"
"passage54","info","","用呂公著薦，"
"passage54","info","","為太子中允、監察御史裏行。"
"passage54","info","","神宗素知其名，"
"passage54","info","","數召見"
"passage54","info","","」"
"passage67","info","","安石本與之善，"
"passage67","info","","但出提點京西刑獄。"
"passage67","info","","顥固辭"
"passage67","info","","改簽書鎮寧軍判官。"
"passage67","info","","司馬光在長安，"
"passage67","info","","稱顥公直，"
"passage67","info","",""
"passage88","info","",""
"passage88","info","","特遷太常丞。"
"passage88","info","","命知扶溝縣。"
"passage93","info","","」除判武學，李定劾其新法之初首為異論，罷歸故官。"
"passage96","info","","責監汝州鹽稅。"
"passage96","info","","哲宗立，"
"passage96","info","","召為宗正丞，"
"passage96","info","","年五十四。"
"passage101","info","","與弟頤聞汝南周敦頤論學，"
"passage101","info","",""
"passage115","info","","文彥博採眾論，"
"passage115","info","","題其墓曰明道先生。"
"passage115","info","","其弟頤序之曰"
"passage121","info","","」"
"passage121","info","","嘉定十三年，"
"passage121","info","","賜謚曰純公。"
"passage122","info","","嘉定十三年，"
"passage123","info","","淳祐元年封河南伯，"
