passageId,type,id,tag
"passage0","info","","王朴，"
"passage0","info","","字文伯，"
"passage0","info","","東平人也。"
"passage0","info","","父序"
"passage0","info","","贈左諫議大夫。"
"passage0","info","","擢進士第，"
"passage0","info","","解褐授校書郎，"
"passage0","info","","依樞密使楊邠，"
"passage0","info","","館於邠第"
"passage6","info","","世宗鎮澶淵，"
"passage6","info","","朝廷以朴為記室。"
"passage6","info","","及世宗為開封尹，"
"passage6","info","","拜右拾遺，"
"passage6","info","","充開封府推官。"
"passage6","info","","世宗嗣位，"
"passage6","info","","授比部郎中，"
"passage14","info","",""
"passage32","info","",""
"passage35","info","","遷左諫議大夫，"
"passage35","info","","知開封府事。"
"passage39","info","","尋拜左散騎常侍，"
"passage39","info","","充端明殿學士，"
"passage41","info","","及世宗南征，"
"passage41","info","","以朴為東京副留守，"
"passage41","info","","改戶部侍郎兼樞密副使。"
"passage41","info","","遷樞密使、檢校太保。"
"passage44","info","","兼東京留守，"
"passage55","info","","優詔贈侍中。"
"passage59","info","","所撰《大周欽天曆》及《律準》，"
"passage65","info","","朴與魏仁浦俱為樞密使。"
