passageId,type,id,tag
"passage0","info","","高懷德字藏用，"
"passage0","info","","真定常山人，"
"passage0","info","","周天平節度齊王行周之子。"
"passage0","info","","行周歷延、潞二鎮及留守洛都，"
"passage3","info","","以行周為北面前軍都部署。"
"passage3","info","","白行周願從北征。"
"passage7","info","","以功領羅州刺史，"
"passage7","info","","及行周移鎮鄆州，"
"passage7","info","","改信州刺史，"
"passage7","info","","仍領牙校。"
"passage7","info","","又遷信州刺史，"
"passage7","info","","從行周再鎮宋州。"
"passage11","info","","以行周為邢趙路都部署御之，"
"passage11","info","","留懷德寧睢陽。"
"passage14","info","","行周移鎮魏博，"
"passage14","info","","以懷德為忠州刺史領職如故。"
"passage14","info","","周祖征慕容彥超，"
"passage14","info","","宏賜行周甚厚，"
"passage14","info","",""
"passage14","info","","召懷德為東西班都指揮使、領吉州刺史，"
"passage14","info","","改鐵騎都指揮使。"
"passage14","info","","太原劉崇入寇，"
"passage14","info","","以懷德為先鋒虞候。"
"passage14","info","","高平克捷，"
"passage14","info","","以功遷鐵騎右廂都指揮使、領果州團練使。"
"passage14","info","",""
"passage14","info","","知廬州行府事，"
"passage14","info","","充招安使。"
"passage23","info","","尋遷能捷左廂都指揮使、領兵州防禦使，"
"passage23","info","","賜駿馬七匹。"
"passage23","info","","南唐將劉仁贍據壽春，"
"passage23","info","","舒元據紫金山，"
"passage23","info","","世宗命懷德率帳下親信數十騎覘其營壘。"
"passage23","info","","懷德夜涉淮，"
"passage28","info","",""
"passage28","info","","命與韓通率兵先抵滄州。"
"passage28","info","","恭帝嗣位，"
"passage28","info","","擢為侍衛馬軍都指揮使、領江寧軍節度，"
"passage28","info","","又為北面行營馬軍都指揮使。"
"passage28","info","",""
"passage28","info","","太祖即位"
"passage28","info","","拜殿前副都點檢，"
"passage28","info","","移鎮滑州，"
"passage28","info","","充關南副都部署，"
"passage28","info","","尚宣祖女燕國長公主，"
"passage35","info","","太祖即位"
"passage36","info","","李筠叛上黨，"
"passage36","info","","先令懷德率所與石守信進攻，"
"passage36","info","","破筠眾於澤州南。"
"passage36","info","","以功遷忠武軍節度、檢校太尉。"
"passage36","info","","從平揚州。"
"passage36","info","","改歸德軍節度。"
"passage36","info","","加同平章事；"
"passage36","info","","長公主薨，去附馬都尉號。"
"passage41","info","",""
"passage41","info","","太宗即位"
"passage41","info","","加兼侍中，"
"passage41","info","","又加檢校太師。"
"passage41","info","","太平興國三年春，"
"passage41","info","","被病"
"passage41","info","","詔太醫王元祐、道士馬志就第療之。"
"passage41","info","","從平太原，"
"passage41","info","","改鎮曹州，"
"passage41","info","","封冀國公。"
"passage41","info","","改武勝軍節度。"
"passage41","info","","年五十七，"
"passage41","info","","贈中書令，"
"passage41","info","","追封渤海郡王，"
"passage41","info","","謚武穆。"
"passage41","info","",""
"passage42","info","","太宗即位"
