passageId,type,id,tag
"passage0","info","","王審知，"
"passage0","info","","字信通，"
"passage0","info","","光州固始人。"
"passage0","info","","父恁"
"passage3","info","","有賊帥王緒者，"
"passage3","info","","陷固始縣，"
"passage3","info","","審知兄潮時為縣佐，"
"passage3","info","","緒署為軍正"
"passage4","info","","蔡賊秦宗權以緒為光州刺史，"
"passage4","info","","自南康轉至閩中，"
"passage4","info","","入臨汀，"
"passage4","info","","自稱刺史。"
"passage4","info","","潮與豪首數輩共殺緒"
"passage9","info","","潮因引兵圍彥若"
"passage9","info","","又平狼山賊帥薛蘊，"
"passage10","info","","福建觀察使陳巖表潮為泉州刺史。"
"passage10","info","","子婿範暉自稱留後，"
"passage10","info","","潮遣審知將兵攻之"
"passage12","info","","昭宗因建威武軍於福州，"
"passage12","info","","以潮為節度、福建管內觀察使，"
"passage12","info","","審知為副"
"passage13","info","","審知為觀察副使，"
"passage14","info","","舍其子延興、延虹、延豐、延休，"
"passage14","info","","命審知知軍府事。"
"passage14","info","","審知以讓其兄審邽"
"passage14","info","","審邽以審知有功，"
"passage14","info","","辭不受。"
"passage16","info","","審知自稱福建留後，"
"passage16","info","","表於朝廷。"
"passage16","info","","為威武軍節度、福建觀察使，"
"passage16","info","","累遷檢校太保，"
"passage16","info","","封瑯邪郡王。"
"passage16","info","","梁朝開國，"
"passage16","info","","累加中書令，"
"passage16","info","","封閩王"
"passage19","info","","{{《王審知德政碑》云：潮付公以戎旅，"
"passage19","info","","尋加刑部尚書、威武軍留後，"
"passage19","info","","俄授金紫光祿大夫、右僕射、本軍節度使，"
"passage19","info","","又改光祿大夫、檢校司空，"
"passage19","info","","轉特進、檢校司徒，"
"passage19","info","","又轉檢校太保、瑯邪郡王，"
"passage25","info","","同光元年，審知卒"
"passage25","info","","子延翰嗣，"
"passage25","info","","為弟延鈞所殺"
