passageId,type,id,tag
"passage0","info","","徐堅，"
"passage0","info","","西臺舍人齊聃子也。"
"passage0","info","","進士舉，"
"passage0","info","","累授太學。"
"passage0","info","","御史大夫楊再思、太子左庶子王方慶為東都留守，"
"passage0","info","","引堅為判官，"
"passage4","info","","方慶深善之。"
"passage4","info","","又賞其文章典實，"
"passage7","info","","」堅又與給事中徐彥伯、定王府倉曹劉知幾、右補闕張說同修《三教珠英》。"
"passage7","info","","時麟臺監張昌宗及成均祭酒李嶠總領其事，"
"passage7","info","","歷年未能下筆。"
"passage7","info","","堅獨與說構意撰錄"
"passage10","info","","俄而書成，"
"passage10","info","","遷司封員外郎。"
"passage10","info","","則天又令堅刪改《唐史》，"
"passage13","info","","再遷給事中。"
"passage13","info","","時雍州人韋月將上書告武三思不臣之跡，反為三思所陷，中宗即令殺之"
"passage13","info","","堅上表曰"
"passage21","info","","」中宗納堅所奏，"
"passage21","info","","配流嶺表"
"passage22","info","",""
"passage22","info","","堅自刑部侍郎加銀青光祿大夫，"
"passage22","info","","拜左散騎常侍，"
"passage22","info","","俄轉黃門侍郎。"
"passage22","info","","時監察御史李知古請兵以擊姚州西貳河蠻，"
"passage25","info","","堅以蠻夷生梗，"
"passage25","info","","可以羈縻屬之"
"passage26","info","","睿宗不從，"
"passage26","info","","令知古發劍南兵往築城，"
"passage29","info","",""
"passage29","info","","堅妻即侍中岑羲之妹"
"passage29","info","","堅以與羲近親"
"passage29","info","","固辭機密，"
"passage29","info","","乃轉太子詹事，"
"passage30","info","","堅妻即侍中岑羲之妹"
"passage31","info","","」及羲誅，堅竟免坐累。"
"passage32","info","","出為絳州刺史，"
"passage32","info","","五轉復入為秘書監。"
"passage32","info","","開元十三年，"
"passage32","info","","再遷左散騎常侍。"
"passage32","info","","其年，"
"passage32","info","","玄宗改麗正書院為集賢院，"
"passage32","info","","以堅為學士，"
"passage32","info","","副張說知院事，"
"passage32","info","","累封東海郡公。"
"passage32","info","","以修東封儀注及從升太山之功，"
"passage32","info","","特加光祿大夫。"
"passage32","info","","年七十餘。"
"passage32","info","","贈太子少保，"
"passage32","info","","謚曰文"
