passageId,type,id,tag
"passage0","info","","孔謙孔謙，"
"passage0","info","","魏州人也，"
"passage0","info","","為魏州孔目官。"
"passage0","info","","莊宗以為度支使。"
"passage5","info","",""
"passage5","info","","謙自謂當為租庸使，"
"passage5","info","","而郭崇韜用魏博觀察使判官張憲為使，"
"passage5","info","","以謙為副。"
"passage8","info","","謙從入汴"
"passage8","info","","謂崇韜曰"
"passage8","info","","」崇韜以為然，"
"passage8","info","","因以憲留守北都，"
"passage8","info","","而以宰相豆盧革判租庸。"
"passage8","info","",""
"passage8","info","","謙因以書示崇韜，"
"passage8","info","","使革聞之。"
"passage8","info","","遂求解職以讓崇韜，"
"passage8","info","","崇韜亦不肯當。"
"passage8","info","","」"
"passage17","info","","謙因乘間謂革曰"
"passage19","info","","」革以語崇韜，"
"passage19","info","","崇韜罷憲不召，"
"passage19","info","","以興唐尹王正言為租庸使。"
"passage19","info","","謙益憤憤，"
"passage19","info","","因求解職。"
"passage22","info","","莊宗怒其避事，"
"passage22","info","","賴伶官景進救解之，"
"passage23","info","","以謙為租庸使，"
"passage23","info","","賜「豐財贍國功臣」。"
"passage35","info","","下詔暴謙罪，斬于洛市"
"passage36","info","","遂罷租庸使額，"
