passageId,type,id,tag
"passage0","info","","韓絳，"
"passage0","info","","字子華。"
"passage0","info","","舉進士甲科，"
"passage0","info","","通判陳州。"
"passage0","info","","直集賢院，"
"passage0","info","","為開封府推官。"
"passage6","info","",""
"passage6","info","","歷戶部判官"
"passage6","info","","為體量安撫使，"
"passage7","info","","歷戶部判官"
"passage9","info","","同修起居注，"
"passage9","info","","擢右正言。"
"passage15","info","","絳言籍諷府殺之，籍與尹俱謫去。"
"passage17","info","","知制誥，"
"passage17","info","","乞守河陽，"
"passage17","info","","召判流內銓。"
"passage20","info","","遷龍圖閣直學士、知瀛州。"
"passage23","info","","」留知諫院，"
"passage23","info","","糾察在京刑獄。"
"passage23","info","","為翰林學士、御史中丞。"
"passage23","info","",""
"passage31","info","","自言不敢復稱御史中丞。"
"passage31","info","","詔召之，"
"passage31","info","","罷知蔡州。"
"passage35","info","","以翰林侍讀學士知慶州。"
"passage35","info","","加端明殿學士、知成都府。"
"passage39","info","","召知開封府，"
"passage39","info","","為三司使。"
"passage47","info","","神宗立"
"passage47","info","","韓琦薦絳有公輔器，"
"passage47","info","","拜樞密副使。"
"passage48","info","","神宗立"
"passage52","info","","代陳升之同制置三司條例，"
"passage55","info","","熙寧三年"
"passage55","info","","參知政事。"
"passage58","info","","」乃以為陝西宣撫使。"
"passage58","info","","既又兼河東"
"passage60","info","","即軍中拜同中書門下平章事、昭文館大學士，"
"passage60","info","","開幕府於延安。"
"passage60","info","","用知青澗城种諤策，"
"passage60","info","","欲取橫山，"
"passage64","info","","罷知鄧州。"
"passage64","info","","以觀文殿學士徙許州，"
"passage64","info","","進大學士，"
"passage64","info","","徙大名府。"
"passage64","info","","復代王安石相。"
"passage64","info","","且數與呂惠卿爭論"
"passage64","info","","乃密請帝再用安石。"
"passage69","info","","有劉佐者，"
"passage69","info","","安石欲抆拭用佐，"
"passage69","info","","絳不可。"
"passage74","info","","絳亦出知許州。"
"passage74","info","",""
"passage74","info","","拜建雄軍節度使、知定州。"
"passage74","info","","入為西太一宮使。"
"passage74","info","","知河南府。"
"passage81","info","","哲宗立，"
"passage81","info","","更鎮江軍節度使、開府儀同三司，"
"passage81","info","","封康國公，"
"passage81","info","","為北京留守。"
"passage85","info","","元祐二年，"
"passage85","info","","以司空、檢校太尉致仕。"
"passage85","info","","年七十七。"
"passage85","info","","贈太傅，"
"passage85","info","","諡曰「獻肅」。"
"passage90","info","","數薦司馬光可用，"
