passageId,type,id,tag
"passage0","info","","濮王泰，"
"passage0","info","","字惠褒"
"passage0","info","","太宗第四子也。"
"passage2","info","","武德三年，"
"passage2","info","","封宜都王。"
"passage2","info","","進封衛王，"
"passage2","info","","以繼衛懷王霸後。"
"passage2","info","","改封越王，"
"passage2","info","","授揚州大都督。"
"passage2","info","","兼領左武候、大都督，"
"passage6","info","","除雍州牧、左武候大將軍。"
"passage6","info","","轉鄜州大都督。"
"passage6","info","","徙封魏王，"
"passage6","info","","遙領相州都督，"
"passage9","info","","太宗以泰好士愛文學，"
"passage9","info","","特令就府別置文學館，"
"passage9","info","","任自引召學士。"
"passage12","info","","十二年，"
"passage12","info","","勸泰奏請撰《括地志》。"
"passage13","info","","泰遂奏引著作郎蕭德言、秘書郎顧胤、記室參軍蔣亞卿、功曹參軍謝偃等就府修撰。"
"passage13","info","","太宗幸泰延康坊宅，"
"passage15","info","","泰撰《括地志》功畢，表上之"
"passage15","info","","有逾於皇太子。"
"passage15","info","","諫議大夫褚遂良上疏諫曰："
"passage37","info","",""
"passage37","info","","太宗又令泰入居武德殿，"
"passage38","info","","太宗又令泰入居武德殿，"
"passage45","info","",""
"passage45","info","","泰潛有奪嫡之意"
"passage45","info","","招駙馬都尉柴令武、房遺愛等二十餘人，"
"passage48","info","","黃門侍郎韋挺、工部尚書杜楚客相繼攝泰府事，"
"passage48","info","","二人俱為泰要結朝臣，"
"passage50","info","","承乾懼其凌奪"
"passage50","info","","陰遣人詐稱泰府典簽，"
"passage50","info","","詣玄武門為泰進封事。"
"passage50","info","","太宗省之，"
"passage50","info","","其書皆言泰之罪狀，"
"passage50","info","","太宗知其詐而捕之，"
"passage52","info","","承乾敗"
"passage52","info","","太宗面加譴讓。"
"passage57","info","","」乃幽泰於將作監，"
"passage64","info","","雍州牧、相州都督、左武候大將軍魏王泰，"
"passage67","info","","以承乾雖居長嫡，"
"passage67","info","","潛有代宗之望，"
"passage72","info","","可解泰雍州牧、相州都督、左武候大將軍，"
"passage72","info","","降封東萊郡王。"
"passage72","info","",""
"passage76","info","","」尋改封泰為順陽王，"
"passage76","info","","徙居均州之鄖鄉縣。"
"passage80","info","","進封濮王。"
"passage80","info","","高宗即位，"
"passage80","info","","為泰開府置僚屬，"
"passage82","info","","永徽三年，"
"passage82","info","","薨於鄖鄉，"
"passage82","info","","年三十有五"
"passage83","info","","贈太尉、雍州牧，"
"passage83","info","","謚曰恭。"
"passage83","info","","文集二十卷"
"passage85","info","","二子欣、徽。"
"passage85","info","","欣封嗣濮王，"
"passage85","info","","徽封新安郡王。"
"passage85","info","","欣"
"passage85","info","","貶昭州別駕，"
"passage88","info","","子嶠，"
"passage88","info","","本名餘慶，"
"passage88","info","","中興初封嗣濮王。"
"passage88","info","","景雲元年，"
"passage88","info","","加銀青光祿大夫。"
"passage88","info","","開元十二年，"
"passage88","info","","為國子祭酒，"
"passage88","info","","同正員。"
"passage88","info","","以王守一妹婿貶邵州別駕，"
"passage88","info","","移鄧州別駕，"
