passageId,type,id,tag
"passage0","info","","中宗大和聖昭孝皇帝諱顯，"
"passage0","info","","高宗第七子，"
"passage0","info","","母曰則天順聖皇后。"
"passage0","info","","顯慶元年十一月乙丑，"
"passage0","info","","生於長安。"
"passage0","info","","明年封周王，"
"passage0","info","","授洛州牧。"
"passage0","info","","儀鳳二年，"
"passage0","info","","徙封英王，改名哲"
"passage0","info","","授雍州牧。"
"passage0","info","","章懷太子廢，"
"passage0","info","","其年立為皇太子。"
"passage0","info","","弘道元年十二月，"
"passage0","info","","高宗崩，"
"passage0","info","","遺詔皇太子柩前即帝位。"
"passage0","info","","皇太后臨朝稱制，"
"passage0","info","","改元嗣聖。"
"passage0","info","","皇太后廢帝為廬陵王，"
"passage8","info","","其年五月，"
"passage8","info","","遷於均州，"
"passage8","info","","尋徙居房陵。"
"passage8","info","","召還東都"
"passage8","info","","立為皇太子，"
"passage8","info","","依舊名顯"
"passage10","info","","時張易之與弟昌宗潛圖逆亂。"
"passage10","info","","鳳閣侍郎張柬之、鸞臺侍郎崔玄暐、左羽林將軍敬暉、右羽林將軍桓彥範、司刑少卿袁恕己等定策率羽林兵誅易之、昌宗，"
"passage10","info","","迎皇太子監國，"
"passage10","info","","總司庶政。"
"passage13","info","","鳳閣侍郎韋承慶、正諫大夫房融、司禮卿崔神慶等下獄。"
"passage13","info","","命地官侍郎樊忱往京師告廟陵。"
"passage13","info","","司刑少卿兼相王府司馬袁恕己為鳳閣鸞臺平章事。"
"passage17","info","","則天傳位於皇太子。"
"passage17","info","","即皇帝位於通天宮，"
"passage22","info","","以並州牧相王旦及太平公主有誅易之兄弟功，"
"passage22","info","","相王加號安國相王，"
"passage22","info","","進拜太尉、同鳳閣鸞臺三品；"
"passage22","info","","公主加號鎮國太平公主，"
"passage25","info","","天後徙居上陽宮。"
"passage25","info","","鳳閣侍郎同鳳閣鸞臺平章事張柬之為夏官尚書、同鳳閣鸞臺三品，"
"passage25","info","","封漢陽郡公；"
"passage25","info","","鸞臺侍郎兼檢校太子右庶子、同鳳閣鸞臺平章事崔玄暐為守內史，"
"passage25","info","","封博陵郡公；"
"passage25","info","","袁恕己同鳳閣鸞臺三品，"
"passage25","info","","封南陽郡公；"
"passage25","info","","敬暉為納言、平陽郡公；"
"passage25","info","","桓彥範為納言、譙郡公：並加銀青光祿大夫，"
"passage25","info","","右羽林大將軍、遼國公李多祚進封遼陽郡王，"
"passage25","info","","賜實封六百戶；"
