passageId,type,id,tag
"passage0","info","","薛居正，"
"passage0","info","","字子平，"
"passage0","info","","開封浚儀人。"
"passage0","info","","父仁謙"
"passage0","info","","周太子賓客。"
"passage5","info","",""
"passage5","info","","華帥劉遂凝闢為從事。"
"passage5","info","","遂凝兄遂清領邦計"
"passage5","info","","奏署鹽鐵判官。"
"passage5","info","","改度支推官。"
"passage5","info","","宰相李崧領鹽鐵，"
"passage5","info","","又奏署推官，"
"passage5","info","","加大理寺直，"
"passage5","info","","遷右拾遺。"
"passage5","info","","桑維翰為開封府尹，"
"passage5","info","","奏署判官。"
"passage5","info","",""
"passage5","info","","史弘肇領侍衛親軍，"
"passage14","info","","居正疑其不實，召詰之"
"passage15","info","","弘肇雖怒甚"
"passage16","info","","遷比部員外郎，"
"passage16","info","","領三司推官，"
"passage16","info","","旋知制誥。"
"passage16","info","","周祖征兗州，"
"passage16","info","","詔居正從行，"
"passage16","info","","以勞加都官郎中。"
"passage16","info","","顯德三年，"
"passage16","info","","遷左諫議大夫，"
"passage16","info","","擢弘文館學士，"
"passage16","info","","判館事。"
"passage16","info","","使滄州定民租。"
"passage16","info","","擢刑部侍郎，"
"passage16","info","","判吏部銓。"
"passage16","info","",""
"passage16","info","","遷戶部侍郎。"
"passage16","info","","太祖親征李筠及李重進，"
"passage16","info","","並留司三司，"
"passage16","info","","俄出知許州。"
"passage16","info","","入為樞密直學士，"
"passage16","info","","權知貢舉。"
"passage16","info","","初平湖湘，"
"passage16","info","","以居正知朗州。"
"passage27","info","","擒賊帥汪端，"
"passage28","info","",""
"passage28","info","","加兵部侍郎。"
"passage28","info","","時河南府饑"
"passage28","info","","命居正馳傳招集，"
"passage28","info","","以本官參知政事。"
"passage28","info","","加吏部侍郎。"
"passage28","info","","兼淮南、湖南、嶺南等道都提舉三司水陸發運使，"
"passage28","info","","又兼門下侍郎，"
"passage28","info","","監修國史；"
"passage28","info","","又監修《五代史》，"
"passage35","info","","拜門下侍郎、平章事。"
"passage39","info","",""
"passage39","info","","加左僕射、昭文館大學士。"
"passage39","info","","從平晉陽還，"
"passage39","info","","進位司空。"
"passage44","info","","年七十。"
"passage44","info","","贈太尉、中書令，"
"passage44","info","","謚文惠。"
"passage44","info","",""
"passage54","info","","居正與沈倫並為相，"
"passage54","info","",""
"passage60","info","","子惟吉集為三十卷上之，"
"passage60","info","","賜名《文惠集》。"
"passage60","info","","咸平二年，"
"passage60","info","","詔以居正配饗太祖廟庭。"
