passageId,type,id,tag
"passage0","info","","曹彬，"
"passage0","info","","字國華，"
"passage0","info","","真定靈壽人。"
"passage0","info","","父芸"
"passage0","info","","成德軍節度都知兵馬使。"
"passage5","info","","為成德軍牙將。"
"passage7","info","","」周太祖貴妃張氏，"
"passage7","info","","彬從母也。"
"passage8","info","","周祖受禪，"
"passage8","info","","召彬歸京師。"
"passage8","info","","隸世宗帳下，"
"passage8","info","","從鎮澶淵，"
"passage8","info","","補供奉官，"
"passage8","info","","擢河中都監。"
"passage8","info","","蒲帥王仁鎬以彬帝戚，"
"passage8","info","","尤加禮遇。"
"passage13","info","","」"
"passage13","info","","改潼關監軍，"
"passage13","info","","遷西上閣門使。"
"passage13","info","","使吳越，"
"passage21","info","","出為晉州兵馬都監。"
"passage24","info","","遷引進使。"
"passage30","info","","」遷客省使，"
"passage30","info","","與王全斌、郭進領騎兵攻河東平樂縣，"
"passage30","info","","降其將王超、侯霸榮等千八百人，"
"passage30","info","","既而賊將蔚進率兵來援，"
"passage32","info","","遂建樂平為平晉軍。"
"passage32","info","","改左神武將軍。"
"passage32","info","","時初克遼州，"
"passage32","info","","河東召契丹兵六萬騎來攻平晉，"
"passage32","info","","彬與李繼勛等大敗之於城下。"
"passage32","info","","俄兼樞密承旨。"
"passage37","info","","伐蜀"
"passage37","info","","詔以劉光毅為歸州行營前軍副部署，"
"passage37","info","","彬為都監。"
"passage42","info","","彬復與光毅破之於新繁，"
"passage42","info","","卒平蜀亂。"
"passage44","info","","授宣徽南院使、義成軍節度使。"
"passage50","info","","遣李繼勛、黨進率師征太原，命為前軍都監，戰洞渦河"
"passage51","info","","復命為前軍都監，"
"passage51","info","","次團柏谷"
"passage51","info","","降賊將陳廷山。"
"passage51","info","","又戰城南，"
"passage51","info","","薄於濠橋"
"passage54","info","","進檢校太傅。"
"passage56","info","","將伐江南。"
"passage56","info","","彬奉詔與李漢瓊、田欽祚先赴荊南發戰艦，"
"passage56","info","","潘美帥步兵繼進。"
"passage56","info","","詔以彬為昇州西南路行營馬步軍戰棹都部署，"
"passage56","info","","破峽口砦"
"passage56","info","","進克池州，"
"passage56","info","","連克當塗、蕪湖二縣，"
"passage56","info","","駐軍採石磯。"
"passage60","info","","大破其軍於白鷺洲。"
"passage62","info","","又破其軍於新林港。"
"passage64","info","","破之於白鷺洲。"
"passage64","info","","進克潤州。"
"passage97","info","","拜樞密使、檢校太尉、忠武軍節度使。"
"passage97","info","",""
"passage97","info","","加同平章事。"
"passage103","info","","進檢校太師，"
"passage103","info","","從征太原，"
"passage103","info","","加兼侍中。"
"passage103","info","","為弭德超所誣，"
"passage103","info","","罷為天平軍節度使。"
"passage103","info","","進封魯國公，"
"passage103","info","",""
"passage103","info","","詔彬將幽州行營前軍馬步水陸之師，"
"passage103","info","","與潘美等北伐，"
"passage103","info","","敗契丹於固安，"
"passage103","info","","破涿州，"
"passage103","info","","又與米信破契丹於新城，"
"passage112","info","","戰於岐溝關，"
"passage112","info","","退屯易州，"
"passage112","info","","臨易水而營。"
"passage116","info","","」遂遣彬與崔彥進、米信自雄州，"
"passage121","info","","及彬次涿州，"
"passage121","info","","合勢以取幽州。"
"passage125","info","","乃復裹糧再往攻涿州。"
"passage128","info","","彬等至"
"passage128","info","","詔鞫於尚書省，"
"passage128","info","","令翰林學士賈黃中等雜治之，"
"passage129","info","","彬責授右驍衛上將軍，"
"passage129","info","","彥進右武衛上將軍，"
"passage129","info","","信右屯衛上將軍，"
"passage130","info","","起彬為侍中、武寧軍節度使。"
"passage130","info","","淳化五年，"
"passage130","info","","徙平盧軍節度。"
"passage130","info","","真宗即位，"
"passage130","info","","復檢校太師、同平章事。"
"passage130","info","","召拜樞密使。"
"passage130","info","",""
"passage140","info","","年六十九。"
"passage142","info","","贈中書令，"
"passage142","info","","追封濟陽郡王，"
"passage142","info","","謚武惠；"
"passage142","info","","且贈其妻高氏韓國夫人；"
"passage142","info","","詔彬與趙普配饗太祖廟庭。"
"passage142","info","",""
