passageId,type,id,tag
"passage0","info","","童貫，"
"passage0","info","","少出李憲之門。"
"passage0","info","","微宗立，"
"passage0","info","","貫以供奉官主之，"
"passage0","info","","始與蔡京游。"
"passage10","info","","擢景福殿使、襄州觀察使，"
"passage12","info","","為熙河蘭湟、秦鳳路經略安撫制置使，"
"passage12","info","","累遷武康軍節度使。"
"passage12","info","","復積石軍、洮州，"
"passage12","info","","加檢校司空。"
"passage15","info","","除開府儀同三司，"
"passage17","info","",""
"passage17","info","","政和元年"
"passage17","info","","進檢校太尉，"
"passage17","info","","使契丹。"
"passage18","info","","政和元年"
"passage22","info","","遂請進築夏國橫山，"
"passage22","info","","以太尉為陜西、河東、河北宣撫使。"
"passage22","info","","俄開府儀同三司，"
"passage22","info","","簽書樞密院河西北兩房。"
"passage22","info","","領院事。"
"passage22","info","","更武信、武寧、護國、河東、山南東道、劍南、東川等九鎮、太傅、涇國公。"
"passage37","info","",""
"passage39","info","","改江、浙、淮南宣撫使，"
"passage39","info","",""
"passage45","info","",""
"passage54","info","",""
"passage56","info","",""
"passage59","info","","徽宗始大驚，"
"passage59","info","","亟遣童貫、譚稹為宣撫制置使，"
"passage61","info","","貫、稹前鋒至清河堰，"
"passage65","info","","進貫太師，"
"passage65","info","","徙國楚。"
"passage72","info","","領樞密院，"
"passage72","info","","宣撫河北、燕山。"
"passage72","info","","遂封廣陽郡王。"
"passage84","info","","以貫為東京留守，"
"passage86","info","","初貶左衛上將軍，"
"passage86","info","","連謫昭化軍節度副使，"
"passage86","info","","竄之英州、吉陽軍。"
"passage86","info","","命監察御史張澂跡其所至，"
"passage86","info","","蒞斬之"
"passage86","info","","及於南雄。"
