passageId,type,id,tag
"passage0","info","","薛仁貴，"
"passage0","info","","絳州龍門人。"
"passage5","info","","」仁貴乃往見將軍張士貴應募。"
"passage7","info","","至安地"
"passage7","info","","會郎將劉君邛為賊所圍，"
"passage7","info","","仁貴馳救之"
"passage8","info","","王師攻安市城，"
"passage10","info","","」帝召見"
"passage10","info","","授游擊將軍、雲泉府果毅，"
"passage10","info","","令北門長上。"
"passage15","info","","」遷右領軍中郎將。"
"passage15","info","",""
"passage15","info","","夜突玄武門，"
"passage15","info","","宿衛皆散走，"
"passage18","info","","」遂登門大呼"
"passage18","info","","以警宮內"
"passage21","info","",""
"passage21","info","","蘇定方討賀魯，"
"passage21","info","","仁貴上疏曰"
"passage22","info","","蘇定方討賀魯，"
"passage24","info","","」帝納之，"
"passage27","info","","詔副程名振經略遼東，"
"passage27","info","","破高麗於貴端城，"
"passage28","info","","與梁建方、契苾何力遇高麗大將溫沙多門，"
"passage28","info","","戰橫山，"
"passage29","info","","又戰石城，"
"passage30","info","","俄與辛文陵破契丹於黑山，"
"passage31","info","","拜左武衛將軍，"
"passage31","info","","封河東縣男。"
"passage31","info","",""
"passage31","info","","詔副鄭仁泰為鐵勒道行軍總管"
"passage31","info","","宴內殿"
"passage33","info","","詔副鄭仁泰為鐵勒道行軍總管"
"passage39","info","",""
"passage46","info","",""
"passage46","info","","乃詔仁貴率師援送同善"
"passage49","info","","至新城"
"passage49","info","","仁貴擊之"
"passage50","info","","同善進次金山"
"passage50","info","","拔南蘇、木底、蒼巖三城，"
"passage52","info","","提卒二千進攻扶餘城，"
"passage54","info","","與李勣軍合。"
"passage54","info","","有詔仁貴率兵二萬與劉仁軌鎮平壤，"
"passage54","info","","拜本衛大將軍，"
"passage54","info","","封平陽郡公，"
"passage54","info","","檢校安東都護，"
"passage54","info","","移治新城。"
"passage59","info","","吐蕃入寇，"
"passage59","info","","命為邏娑道行軍大總管，"
"passage59","info","","率將軍阿史那道真、郭待封擊之，"
"passage60","info","","侍封嘗為鄯城鎮守"
"passage60","info","","恥居其下，頗違節度"
"passage60","info","","軍次大非川"
"passage60","info","","將趨烏海，"
"passage63","info","","至河口，"
"passage64","info","","進至烏海城，"
"passage66","info","","仁貴退軍大非川"
"passage66","info","","仁貴與吐蕃將論欽陵約和，"
"passage69","info","","」有詔原死，除名為庶人。"
"passage71","info","","高麗餘眾叛，"
"passage71","info","","起為雞林道總管。"
"passage71","info","","復坐事貶象州，"
"passage77","info","","於是拜瓜州長史、右領軍衛將軍、檢校代州都督，"
"passage77","info","","率兵擊突厥元珍於雲州。"
"passage82","info","",""
"passage82","info","","年七十。"
"passage82","info","","贈左驍衛大將軍、幽州都督，"
