passageId,type,id,tag
"passage0","info","","馮京，"
"passage0","info","","字當世，"
"passage0","info","","鄂州江夏人。"
"passage0","info","","舉進士，"
"passage0","info","","自鄉舉、禮部以至廷試，"
"passage6","info","","出守將作監丞、通判荊南軍府事。"
"passage6","info","","直集賢院、判吏部南曹，"
"passage6","info","","同修起居注。"
"passage9","info","","劉沆請人並斥京，"
"passage9","info","","旋復之。"
"passage9","info","",""
"passage9","info","","試知制誥"
"passage9","info","","避婦父富弼當國嫌，"
"passage9","info","","拜龍圖閣待制、知揚州。"
"passage9","info","","改江寧府，"
"passage9","info","","以翰林侍讀學士召還，"
"passage9","info","","糾察在京刑獄。"
"passage9","info","","為翰林學士、知開封府。"
"passage12","info","","試知制誥"
"passage18","info","","」出安撫陜西，"
"passage19","info","","除端明殿學士、知太原府。"
"passage19","info","",""
"passage19","info","","神宗立"
"passage19","info","","復為翰林學士，"
"passage19","info","","改御史中丞。"
"passage19","info","","京論其更張失當"
"passage19","info","","安石指為邪說，"
"passage19","info","","請黜之"
"passage21","info","","神宗立"
"passage23","info","","擢樞密副使。"
"passage27","info","","進參知政事。"
"passage27","info","","數與安石論辨，"
"passage27","info","","又薦劉分文、蘇軾掌外制。"
"passage27","info","","會選人鄭俠上書言時政，"
"passage27","info","","呂惠卿因是譖京與俠通，"
"passage27","info","","罷知亳州。"
"passage27","info","","以資政殿學士知渭州。"
"passage27","info","","徙知成都府。"
"passage35","info","","帝以安石為欺，"
"passage35","info","","復召京知樞密院。"
"passage39","info","","」乃賜京詔"
"passage41","info","","以觀文殿學士知河陽。"
"passage41","info","",""
"passage41","info","","拜保寧軍節度使、知大名府，"
"passage41","info","","又改鎮彰德。"
"passage41","info","","且昭陵學士，"
"passage41","info","","獨京一人存"
"passage41","info","","乃以為中太一宮使兼侍講，"
"passage41","info","","改宣徽南院使，"
"passage41","info","","拜太子少師，"
"passage47","info","","紹聖元年，薨"
"passage47","info","","年七十四。"
"passage47","info","","贈司徒，"
"passage47","info","","謚曰文簡。"
"passage50","info","","受恩通判南宮成，"
"passage50","info","","以郊恩官其子。"
"passage51","info","","嘗過外兄朱適，"
"passage52","info","","其為郡守，"
