passageId,type,id,tag
"passage0","info","","第五琦，"
"passage0","info","","字禹珪，"
"passage0","info","","京兆長安人。"
"passage0","info","","事韋堅。"
"passage4","info","","為須江丞，"
"passage4","info","","太守賀蘭進明才之。"
"passage4","info","","安祿山反，"
"passage4","info","","進明徙北海，"
"passage4","info","","奏琦為錄事參軍事。"
"passage10","info","",""
"passage10","info","","肅宗駐彭原"
"passage10","info","","進明遣琦奏事，"
"passage10","info","","既謁見"
"passage11","info","","肅宗駐彭原"
"passage13","info","","拜監察御史、句當江淮租庸使。"
"passage13","info","","遷司虞員外郎、河南等五道支度使。"
"passage13","info","","遷司金郎中，"
"passage13","info","","兼侍御史、諸道鹽鐵鑄錢使。"
"passage17","info","","進度支郎中，"
"passage17","info","","兼御史中丞。"
"passage17","info","","於是遷戶部侍郎、判度支，"
"passage17","info","","河南等道支度、轉運、租庸、鹽鐵、鑄錢、司農、太府出納、山南東西、江西、淮南館驛等使。"
"passage17","info","","進同中書門下平章事。"
"passage22","info","","詔貶忠州長史。"
"passage26","info","","遂長流夷州。"
"passage26","info","",""
"passage26","info","","起為朗州刺史，"
"passage26","info","","拜太子賓客。"
"passage26","info","","吐蕃盜京師，"
"passage26","info","","郭子儀表為糧料使，"
"passage26","info","","兼御史大夫、關內元帥副使。"
"passage26","info","","改京兆尹。"
"passage26","info","","俄加判度支、鑄錢、鹽鐵、轉運、常平等使。"
"passage26","info","","累封扶風郡公。"
"passage26","info","","復以戶部侍郎兼京兆尹。"
"passage26","info","","坐與魚朝恩善，"
"passage26","info","","貶括州刺史。"
"passage26","info","","徙饒、湖二州。"
"passage26","info","","復為太子賓客、東都留守。"
"passage26","info","","德宗素聞其才，"
"passage26","info","","年七十一，"
"passage26","info","","贈太子少保。"
"passage26","info","","子峰、婦鄭，"
