passageId,type,id,tag
"passage0","info","","慶緒，祿山第二子也。"
"passage1","info","","母康氏，"
"passage2","info","","拜鴻臚卿，"
"passage2","info","","兼廣陽太守。"
"passage2","info","","玄宗賜名慶緒，"
"passage2","info","","為祿山都知兵馬使。"
"passage2","info","","嚴莊、高尚立為偽主。"
"passage7","info","","莊為偽御史大夫、馮翊郡王，"
"passage13","info","","廣平王領蕃漢之眾收西京"
"passage13","info","","走安守忠，"
"passage15","info","","賊將尹子奇攻陷睢陽郡，"
"passage15","info","","殺張巡、姚摐等。"
"passage15","info","","王師乘勝至陜郡，"
"passage15","info","","令嚴莊傾其驍勇而來拒。"
"passage15","info","","廣平王遣副元帥郭子儀等與賊戰於陜西曲沃，"
"passage15","info","","大破之於新店"
"passage18","info","","嚴莊奔至東京，"
"passage18","info","","告慶緒"
"passage18","info","","慶緒率其餘眾奔河北，"
"passage18","info","","保鄴郡。"
"passage18","info","","嚴莊至河內，"
"passage18","info","","南來歸順。"
"passage18","info","","賊將阿史那承慶等麾下三萬餘人，"
"passage18","info","","悉奔恆、趙、範陽"
"passage22","info","","偽中書令張通儒秉政，"
"passage22","info","","改相州為成安府，"
"passage24","info","","偽青、齊節度能元皓獨率眾歸順，"
"passage24","info","","偽德州刺史王暕、貝州刺史宇文寬等皆歸順，"
"passage24","info","","賊使蔡希德、安太清急擊，"
"passage27","info","","蔡希德兵最銳，"
"passage27","info","","張通儒譖而縊殺之，"
"passage27","info","","以崔乾祐為天下兵馬使，"
"passage32","info","","肅宗遣郭子儀等九節度率步騎二十萬攻之，"
"passage32","info","","以魚朝恩為軍容使。"
"passage35","info","","使薛嵩求救於史思明，"
"passage35","info","","思明先遣李歸仁以步卒一萬、馬軍三千，"
"passage35","info","","先往滏陽以應。"
"passage35","info","","及至滏陽，"
"passage35","info","","子儀之圍已固，"
"passage39","info","","以安太清代乾祐為都知兵馬使。"
"passage39","info","","思明南攻魏州，"
"passage39","info","","節度使崔光遠南走，"
"passage39","info","","思明偽稱燕王，"
"passage44","info","","思明引眾來救，"
"passage44","info","","子儀等戰敗，"
"passage44","info","","斷河陽橋以守谷水。"
"passage44","info","","思明領其眾營於鄴縣南。"
"passage44","info","","慶緒使收子儀等營中糧，"
"passage44","info","","復與孫孝哲、乾祐謀閉門自守，"
"passage44","info","","議更拒思明。"
"passage52","info","","思明密召安太清令誘之。"
"passage58","info","","」即牽出"
"passage58","info","","並其四弟及高尚、孫孝哲、崔乾祐，"
"passage58","info","","皆縊殺之"
"passage60","info","",""
"passage64","info","",""
"passage75","info","",""
"passage80","info","",""
"passage92","info","",""
