passageId,type,id,tag
"passage0","info","","宇文融，"
"passage0","info","","京兆萬年人，"
"passage0","info","","隋平昌公弼裔孫。"
"passage0","info","","祖節"
"passage0","info","","為尚書右丞，"
"passage2","info","","遷黃門侍郎、同中書門下三品，"
"passage2","info","","代於志寧為侍中。"
"passage2","info","","坐房遺愛友善，"
"passage2","info","","貶桂州，"
"passage7","info","","調富平主簿。"
"passage7","info","","源乾曜、孟溫繼為京兆，"
"passage7","info","","賢其人"
"passage10","info","","融由監察御史陳便宜，"
"passage10","info","","玄宗以融為覆田勸農使，"
"passage12","info","","擢兵部員外郎，"
"passage12","info","","兼侍御史。"
"passage12","info","","融乃奏慕容琦、韋洽、裴寬、班景倩、庫狄履溫、賈晉等二十九人為勸農判官，"
"passage12","info","","又兼租地安輯戶口使。"
"passage17","info","","引拜御史中丞。"
"passage19","info","","宰相源乾曜等佐其舉。"
"passage21","info","","瑒坐左遷"
"passage28","info","","」"
"passage28","info","","中書令張說素惡融"
"passage28","info","","融每建白，"
"passage28","info","","說輒引大體廷爭"
"passage29","info","","中書令張說素惡融"
"passage30","info","","融揣說不善，欲先事中傷之"
"passage31","info","","張九齡謂說曰"
"passage31","info","","公不可以忽。"
"passage31","info","","請分吏部為十銓"
"passage31","info","","有詔融與禮部尚書蘇頲、刑部尚書韋抗、工部尚書盧從願、右散騎常侍徐堅、薄州刺史崔琳、魏州刺史崔沔、荊州長史韋虛心、鄭州刺史賈曾、懷州刺史王丘分總，"
"passage35","info","","融奏選事，說屢卻之，融怒"
"passage35","info","","乃與御史大夫崔隱甫等廷劾說引術士解禱及受賕，"
"passage35","info","","說由是罷宰相。"
"passage37","info","","帝疾其黨，詔說致仕"
"passage37","info","","放隱甫於家，"
"passage37","info","","出融為魏州刺史。"
"passage37","info","",""
"passage37","info","","即詔領宣撫使，"
"passage37","info","","俄兼檢校汴州刺史、河南北溝渠堤堰決九河使。"
"passage37","info","","又建請墾九河故地為稻田，"
"passage41","info","","入為鴻臚卿，"
"passage41","info","","兼戶部侍郎。"
"passage41","info","","進黃門侍郎、同中書門下平章事。"
"passage45","info","","」乃薦宋璟為右丞相，"
"passage45","info","","裴耀卿為戶部侍郎，"
"passage45","info","","許景先為工部侍郎，"
"passage49","info","","信安王禕節度朔方，"
"passage49","info","","融畏其權"
"passage49","info","","諷侍御史李宙劾奏之。"
"passage49","info","","禕密知"
"passage49","info","","因玉真公主、高力士自歸。"
"passage49","info","","宙通奏，帝怒"
"passage49","info","","罷融為汝州刺史。"
"passage54","info","","乃貶融平樂尉。"
"passage54","info","","詔流於嚴州。"
"passage54","info","","道廣州。"
"passage54","info","","為都督耿仁忠所讓，"
"passage61","info","","贈臺州刺史。"
