passageId,type,id,tag
"passage0","info","","長孫無忌，"
"passage0","info","","字輔機。"
"passage0","info","","高祖兵度河，"
"passage0","info","","進謁長春宮樂、非攻；"
"passage0","info","","授渭北道行軍典簽。"
"passage0","info","","累擢比部郎中、上黨縣公。"
"passage0","info","",""
"passage16","info","","乃遣無忌陰召房玄齡、杜如晦定計。"
"passage16","info","","無忌與尉遲敬德、侯君集、張公謹、劉師立、公孫武達、獨孤彥雲、杜君綽、鄭仁恭、李孟嘗討難，"
"passage16","info","","平之。"
"passage16","info","","王為皇太子，"
"passage16","info","","授左庶子。"
"passage16","info","","遷吏部尚書，"
"passage16","info","","以功第一，"
"passage16","info","","進封齊國公。"
"passage16","info","","帝以無忌皇后兄，"
"passage16","info","","又少相友，"
"passage21","info","","進尚書右僕射。"
"passage29","info","",""
"passage34","info","","遂解僕射，"
"passage34","info","","授開府儀同三司。"
"passage34","info","","與房玄齡、杜如晦、尉遲敬德皆以元勛封一子郡公。"
"passage34","info","","進冊司空，"
"passage34","info","","知門下、尚書省事，"
"passage34","info","","無忌辭，"
"passage42","info","","作《威鳳賦》以賜"
"passage43","info","",""
"passage46","info","","」乃以無忌為趙州刺史，"
"passage57","info","","進位司徒。"
"passage57","info","",""
"passage57","info","","帝欲立晉王，"
"passage57","info","","獨留無忌、玄齡、勣言東宮事，"
"passage60","info","","無忌等驚，"
"passage60","info","","奪刀授晉王，"
"passage60","info","","帝曰：「我欲立晉王。"
"passage60","info","","」無忌曰：「謹奉詔，"
"passage68","info","","以無忌為太子太師、同中書門下三品，"
"passage68","info","","帝又欲立吳王恪，"
"passage68","info","","無忌密爭止之。"
"passage68","info","","帝征高麗，"
"passage68","info","","詔攝侍中。"
"passage68","info","","聽罷太子太師，"
"passage68","info","","遙領揚州都督。"
"passage68","info","",""
"passage85","info","","」"
"passage92","info","",""
"passage92","info","","是為高宗。"
"passage92","info","","進無忌太尉，"
"passage92","info","","檢校中書令，"
"passage92","info","","猶知門下、尚書二省。"
"passage92","info","","固辭尚書省，"
"passage96","info","","帝欲立武昭儀為後，"
"passage96","info","","無忌固言不可。"
"passage96","info","","帝密以寶器錦帛十餘車賜之，"
"passage96","info","","又幸其第"
"passage96","info","","擢三子皆朝散大夫，"
"passage96","info","","昭儀母復詣其家申請。"
"passage96","info","","許敬宗數勸之，"
"passage96","info","","無忌厲色折拒。"
"passage96","info","","帝後召無忌、遂良及於志寧言後無息，"
"passage96","info","","昭儀有子，"
"passage96","info","","必欲立之者。"
"passage96","info","","無忌已數諫，"
"passage103","info","","後既立，"
"passage103","info","","以無忌受賜而不助己，銜之。"
"passage115","info","","敬宗言無忌反明甚，"
"passage125","info","","遂下詔削官爵封戶，"
"passage125","info","","以揚州都督一品俸置於黔州，"
"passage125","info","","流其子秘書監沖等於嶺外；"
"passage125","info","","從弟渝州刺史知仁貶翼州司馬。"
"passage125","info","","又詔司空勣、中書令敬宗、侍中茂將等覆按反獄。"
"passage125","info","","敬宗令大理正袁公瑜、御史宋之順等即黔州暴訊。"
"passage125","info","","無忌投繯卒，"
"passage125","info","","沖免死"
"passage125","info","","殺族子祥，"
"passage125","info","","流族弟思於檀口"
"passage134","info","",""
"passage134","info","","上元元年"
"passage134","info","","追復官爵，"
"passage134","info","","以孫元翼襲封。"
"passage135","info","","上元元年"
"passage138","info","","其以裔孫鈞為猗氏令。"
